0.000000, 18564.091028, -0.126230, 179.873770
0.006000, 18567.174402, -0.127724, 179.872276
0.008800, 18587.657946, -0.141811, 179.858189
0.014800, 18590.687548, -0.143097, 179.856903
0.093800, 18804.434081, -0.286092, 179.713908
0.099800, 18813.356075, -0.289259, 179.710741
0.102600, 18834.236435, -0.303307, 179.696693
0.108600, 18837.700873, -0.304843, 179.695157
0.949600, 21311.335107, -1.932494, 178.067506
0.955600, 21396.985303, -1.975640, 178.024360
0.958400, 21427.151081, -2.001735, 177.998265
0.964400, 21433.929277, -2.011063, 177.988937
1.043400, 21724.063080, -2.205550, 177.794450
1.049400, 21738.842669, -2.218957, 177.781043
1.052200, 21769.248366, -2.244580, 177.755420
1.058200, 21775.989908, -2.253580, 177.746420
1.938000, 25389.771322, -4.964478, 175.035522
1.944000, 25566.827602, -5.069193, 174.930807
1.946800, 25624.588579, -5.160231, 174.839769
1.952800, 25646.857992, -5.216856, 174.783144
2.031800, 26084.064115, -5.599505, 174.400495
2.037800, 26119.081917, -5.665078, 174.334922
2.040600, 26175.079539, -5.747529, 174.252471
2.046600, 26194.868728, -5.797493, 174.202507
2.495000, 28585.551291, -10.840186, 169.159814
2.501000, 28567.797496, -10.692678, 169.307322
2.503800, 28626.909562, -10.760539, 169.239461
2.509800, 28641.726031, -10.784968, 169.215032
2.588800, 29173.407906, -11.447244, 168.552756
2.594800, 29209.702192, -11.513384, 168.486616
2.597600, 29271.012116, -11.619646, 168.380354
2.603600, 29289.863644, -11.670548, 168.329452
2.887600, 31108.778070, -11.395204, 168.604796
2.893600, 31351.860059, -11.901120, 168.098880
2.896400, 31462.945672, -12.289321, 167.710679
2.902400, 31526.313837, -12.572352, 167.427648
2.981400, 32083.934389, -13.726575, 166.273425
2.987400, 32160.192939, -14.058319, 165.941681
2.990200, 32259.267457, -14.412311, 165.587689
2.996200, 32312.708106, -14.667779, 165.332221
3.444600, 34432.276221, -22.693295, 157.306705
3.450600, 34732.947249, -23.751463, 156.248537
3.453400, 34855.259117, -24.520996, 155.479004
3.459400, 34923.016760, -25.061987, 154.938013
3.538400, 35486.677620, -27.289408, 152.710592
3.544400, 35551.320260, -27.891274, 152.108726
3.547200, 35628.606994, -28.516658, 151.483342
3.553200, 35666.260907, -28.950552, 151.049448
3.616600, 35493.871929, -37.935457, 142.064543
3.622600, 36017.819763, -36.749643, 143.250357
3.625400, 36074.581099, -36.944787, 143.055213
3.631400, 36098.473791, -36.988157, 143.011843
3.710400, 36439.355442, -39.015321, 140.984679
3.716400, 36468.492695, -39.197522, 140.802478
3.719200, 36508.308100, -39.467756, 140.532244
3.725200, 36523.204174, -39.574881, 140.425119
4.433000, 37769.783415, -54.916139, 125.083861
4.439000, 37996.462356, -57.050431, 122.949569
4.441800, 37974.689234, -58.066518, 121.933482
4.447800, 37953.886449, -58.731717, 121.268283
4.526800, 37984.572128, -61.631344, 118.368656
4.532800, 37967.357304, -62.202623, 117.797377
4.535600, 37951.853138, -62.819223, 117.180777
4.541600, 37934.902208, -63.202210, 116.797790
4.566200, 37920.898558, -62.965870, 117.034130
4.572200, 38030.909729, -64.134452, 115.865548
4.575000, 37998.809389, -64.650115, 115.349885
4.581000, 37974.460143, -64.932197, 115.067803
4.660000, 37956.616988, -67.393973, 112.606027
4.666000, 37938.127988, -67.677676, 112.322324
4.668800, 37919.934679, -68.053284, 111.946716
4.674800, 37902.995861, -68.231840, 111.768160
5.382600, 37375.893331, -83.679307, 96.320693
5.388600, 37423.181023, -84.536063, 95.463937
5.391400, 37394.943458, -84.840097, 95.159903
5.397400, 37377.563007, -84.999908, 95.000092
5.476400, 37229.259241, -86.751997, 93.248003
5.482400, 37213.700862, -86.931965, 93.068035
5.485200, 37187.295986, -87.183594, 92.816406
5.491200, 37174.571266, -87.300265, 92.699735
5.554600, 36717.140344, -88.112813, 91.887187
5.560600, 36812.045935, -88.931031, 91.068969
5.563400, 36814.258211, -89.080200, 90.919800
5.569400, 36823.865915, -89.115696, 90.884304
5.648400, 36632.558244, 89.363289, 89.363289
5.654400, 36639.549653, 89.286631, 89.286631
5.657200, 36630.419639, 89.127912, 89.127912
5.663200, 36635.038771, 89.086828, 89.086828
6.111600, 35022.407214, 84.100653, 84.100653
6.117600, 35064.937569, 84.067823, 84.067823
6.120400, 35013.674985, 83.942228, 83.942228
6.126400, 34998.009657, 83.916681, 83.916681
6.205400, 34659.133329, 82.747594, 82.747594
6.211400, 34659.890054, 82.690000, 82.690000
